codigo_act,municipio,Nombre,encontrada,denue,ageb.x,cp,estado,localidad.x,id,clee,nom_estab,raz_social,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,municipio.y,cve_loc,localidad.y,ageb.y,manzana,telefono,correoelec,www,tipoUniEco,latitud,longitud,fecha_alta
435311,2,Corporativo Inteltex SA De CV,CORPORATIVO INTELTEX,CORPORATIVO INTELTEX,067A,2070,9,1,681663,09002435311000054002000891S0,"SISTEMAS Y SERVICIOS DE COMUNICACION, S.A. DE C.V.  AZCAPOTZALCO",SISTEMAS Y SERVICIOS DE COMUNICACION SA DE CV,"Comercio al por mayor de equipo de telecomunicaciones, fotografía y cinematografía",101 a 250 personas,CALLE,LAURO VILLAR,CALLE,EMILIO PORTES GIL,CALLE,FELIPE ÁNGELES,CALLE,5 DE MAYO,120,,,,,,COLONIA,PROVIDENCIA,,,,2440,9,CIUDAD DE MÉXICO,Azcapotzalco,1,Azcapotzalco,237,22,,AZALIA.PONCE@SYSCOM.COM.MX,,Fijo,19.49455258,-99.21078001,2014-12
435311,2,Corporativo Inteltex SA De CV,CORPORATIVO INTELTEX,CORPORATIVO INTELTEX,067A,2070,9,1,9065292,09002435311000142000000000U3,COMUNICACIONES T100,,"Comercio al por mayor de equipo de telecomunicaciones, fotografía y cinematografía",6 a 10 personas,CALLE,MALVON,CALLE,COCOTEROS,CALLE,CRUZ GALVEZ,CALLE,BOLDO,153,,,,0,,COLONIA,NUEVA SANTA MARIA,,,,2800,9,CIUDAD DE MÉXICO,Azcapotzalco,1,Azcapotzalco,074A,12,,,,Fijo,19.46776565,-99.16577013,2019-11
465311,21,Papeleria y Merceria Olivo SA de CV,PAPELERIA Y MERCERIA OLIVO,PAPELERIA Y MERCERIA,126,27550,5,1,604600,08021465311001052000000000U7,MERCERIA Y PAPELERIA LA BARATA,,Comercio al por menor de artículos de papelería,11 a 30 personas,CALLE,2 PONIENTE,AVENIDA,1 PONIENTE,AVENIDA,PARQUE,CALLE,1 PONIENTE,7,,,,,,COLONIA,CENTRO,,,,33000,8,CHIHUAHUA,Delicias,1,Delicias,609,1,,PAPELERIALABARATA@HOTMAIL.COM,,Fijo,28.19374555,-105.4735251,2010-07
465311,21,Papeleria y Merceria Olivo SA de CV,PAPELERIA Y MERCERIA OLIVO,PAPELERIA Y MERCERIA,126,27550,5,1,603728,08021323119000263000000000M0,IMPRENTA Y PAPELERIA EL VENADO,,Comercio al por menor de artículos de papelería,11 a 30 personas,CALLE,CIRCULO DE LA PLAZA CARRANZA,AVENIDA,RIO FLORIDO,AVENIDA,3 SUR,CALLE,1 SUR,207,,,,0,,COLONIA,CENTRO,,,,33000,8,CHIHUAHUA,Delicias,1,Delicias,609,32,,GRUPOVENADO@HOTMAIL.COM,,Fijo,28.19072943,-105.4733596,2010-07
465311,21,Papeleria y Merceria Olivo SA de CV,PAPELERIA Y MERCERIA OLIVO,PAPELERIA Y MERCERIA,126,27550,5,1,6294862,08021465311001042001001072S8,"GRUPO PAPELERAMA, S.A. DE C.V.",GRUPO PAPELERAMA SA DE CV,Comercio al por menor de artículos de papelería,6 a 10 personas,AVENIDA,6 ORIENTE,CALLE,6 ORIENTE,CALLE,5 ORIENTE,AVENIDA,7 ORIENTE,515,,,,,,NINGUNO,ORIENTE,,,,33000,8,CHIHUAHUA,Delicias,1,Delicias,702,20,,PAPELERAMA@YAHOO.COM,,Fijo,28.19330178,-105.4633106,2010-07
465311,21,Papeleria y Merceria Olivo SA de CV,PAPELERIA Y MERCERIA OLIVO,PAPELERIA Y MERCERIA,126,27550,5,1,3055119,19021465311001511001000000U9,PAPELERIA LA UNICA,,Comercio al por menor de artículos de papelería,6 a 10 personas,CALLE,JUAREZ,CALLEJON,ARTICULO 27,CALLE,ARTICULO 123,CALLE,SAN MIGUEL DE ALLENDE,411,,,,0,,COLONIA,ALIANZA REAL,,,,66050,19,NUEVO LEÓN   ,General Escobedo,1,Ciudad General Escobedo,1588,22,,,,Fijo,25.84414788,-100.3878132,2010-07
465311,21,Papeleria y Merceria Olivo SA de CV,PAPELERIA Y MERCERIA OLIVO,PAPELERIA Y MERCERIA,126,27550,5,1,4125839,28021465311001052001000000U3,PAPELERIA LA NUEVA ESTRELLA,,Comercio al por menor de artículos de papelería,6 a 10 personas,CALLE,JOSE MARIA MORELOS Y PAVON,CALLE,ÁLVARO OBREGON,CALLE,MAGISCATZIN,CALLE,IGNACIO ZARAGOZA,405,SN,,,,,CIUDAD,ZONA CENTRO,,,,89800,28,TAMAULIPAS,El Mante,1,Ciudad Mante,663,16,8312321288,,,Fijo,22.74045962,-98.97322838,2010-07
465311,21,Papeleria y Merceria Olivo SA de CV,PAPELERIA Y MERCERIA OLIVO,PAPELERIA Y MERCERIA,126,27550,5,1,2654909,16021465311000091001000000U6,PAPELERÍA DETALLITOS,,Comercio al por menor de artículos de papelería,6 a 10 personas,AVENIDA,NACIONAL,CALLE,LAZARO CARDENAS,CALLE,MORELOS,CALLE,CONSTITUCIÓN,2150,,,,,,BARRIO,BARRIO DE SAN BARTOLOME,,,,60240,16,MICHOACÁN DE OCAMPO       ,Charapan,1,Charapan,209,15,4511910395,,,Fijo,19.65045616,-102.2536552,2014-12
466211,50,Génesis Computadoras,GÉNESIS COMPUTADORAS,GENESIS COMPUTADORAS,4570,97203,31,1,8060444,31050466211002803000000000S3,PCH MAYOREO,PCH MAYOREO SA DE CV,"Comercio al por menor de mobiliario, equipo y accesorios de cómputo",11 a 30 personas,CALLE,17A,CALLE,14,CALLE,12,CALLE,17,NA,SN,,,,,COLONIA,ITZIMNA,,,,97100,31,YUCATÁN       ,Mérida,1,Mérida,5263,5,,,PCHMAYOREO.COM,Fijo,20.99354048,-89.60638683,2019-11
466211,50,Génesis Computadoras,GÉNESIS COMPUTADORAS,GENESIS COMPUTADORAS,4570,97203,31,1,4518980,31050466211000521001000000U3,GIGABYTE,GRUPO VEMM COMPUTO SA DE CV,"Comercio al por menor de mobiliario, equipo y accesorios de cómputo",6 a 10 personas,AVENIDA,50,CALLE,57A,CALLE,61,CALLE,48,458,,,,,,FRACCIONAMIENTO,FRANCISCO DE MONTEJO,,,,97203,31,YUCATÁN       ,Mérida,1,Mérida,2288,25,,GVEMM@PRODIGY.NET.MX,WWW.GRUPOVEMM.COM,Fijo,21.02435201,-89.64917748,2014-12
466211,50,Génesis Computadoras,GÉNESIS COMPUTADORAS,GENESIS COMPUTADORAS,4570,97203,31,1,8421619,31050466211003153000019959S2,COMERCIALIZADORA DE VALOR AGREGADO,COMERCIALIZADORA DE VALOR AGREGADO SA DE CV,"Comercio al por menor de mobiliario, equipo y accesorios de cómputo",11 a 30 personas,CALLE,50,CALLE,53,CALLE,55,CALLE,57,477,,,,0,,COLONIA,CENTRO,,,,97000,31,YUCATÁN       ,Mérida,1,Mérida,455,11,,MCANUL@GRUPOCVA.COM,WWW.GRUPOCVA.COM,Fijo,20.9706774,-89.61562417,2019-11
466211,50,Génesis Computadoras,GÉNESIS COMPUTADORAS,GENESIS COMPUTADORAS,4570,97203,31,1,7991316,31050466211002902000000000U3,COMPUTACION MID,COMPUTACION MID SC DE RL,"Comercio al por menor de mobiliario, equipo y accesorios de cómputo",6 a 10 personas,CALLE,25,CALLE,14,CALLE,10A,CALLE,23B,63,,,,,,COLONIA,FRACC VILLAS SAN JERONIMO,,,,97200,31,YUCATÁN       ,Mérida,1,Mérida,2413,25,,RECEPCION@COMPUMID.MX,WWW.LAPTOPEXPERTOS.COM,Fijo,21.00671919,-89.62511419,2019-11
466211,50,Génesis Computadoras,GÉNESIS COMPUTADORAS,GENESIS COMPUTADORAS,4570,97203,31,1,4575689,31050466211001473000000000U6,COMPUFAX,COMPUFAX SA DE CV,"Comercio al por menor de mobiliario, equipo y accesorios de cómputo",11 a 30 personas,CALLE,33B,CALLE,62A,AVENIDA,REFORMA (72),CALLE,33B,501,B,,,,,COLONIA,MARTIN ALCALA,,,,97000,31,YUCATÁN       ,Mérida,1,Mérida,224,13,9999201416,INFO@COMPUFAX.COM.MX,WWW.COMPUFAX.COM.MX,Fijo,20.98502361,-89.62486573,2010-07
468211,19,Frenos y Refacciones Vallejo,FRENOS Y REFACCIONES VALLEJO,FRENOS Y REFACCIONES,1238,31205,8,1,607311,08019468211002953001000000U8,COCHERAS ELECTRONICAS,,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",6 a 10 personas,AVENIDA,MIRADOR,CALLE,WASHINGTON,CALLE,NINGUNO,AVENIDA,AVENIDA DE LA CANTERA,7518,,,,,,COLONIA,CAMPESTRE WASHINTONG,,,,31215,8,CHIHUAHUA,Chihuahua,1,Chihuahua,4938,42,6144130067,RAFAELURTEAGA@HOTMAIL.COM,,Fijo,28.64633814,-106.1203552,2010-07
468211,19,Frenos y Refacciones Vallejo,FRENOS Y REFACCIONES VALLEJO,FRENOS Y REFACCIONES,1238,31205,8,1,6761069,08019468211003783001001078S8,DISTRIBUIDORA DE REFACCIONES CHAVITAR SUCURSAL SILVESTRE TERRAZAS,,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",11 a 30 personas,AVENIDA,SILVESTRE TERRAZAS,AVENIDA,SILVESTRE TERRAZAS,CALLE,NINGUNO,CALLE,VIALIDAD CH-P,9600,,,,,,COLONIA,PAVIS BORUNDA,,,,31416,8,CHIHUAHUA,Chihuahua,1,Chihuahua,3840,42,,MARYCAMACHO@CHAVITAR.COM.MX,WWW.CHAVITAR.COM.MX,Fijo,28.600393,-106.1040229,2016-10
468211,19,Frenos y Refacciones Vallejo,FRENOS Y REFACCIONES VALLEJO,FRENOS Y REFACCIONES,1238,31205,8,1,573277,08019468211003703000000000U6,REFACCIM,AUTOPARTES JECAVI SA DE CV,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",11 a 30 personas,CALLE,EMILIO CARRANZA,CALLE,13,CALLE,11,CALLE,IGNACIO RAMÍREZ,1100,,,,,,COLONIA,OBRERA,,,,31350,8,CHIHUAHUA,Chihuahua,1,Chihuahua,3554,29,6144102121,REFACCIM@HOTMAIL.COM,,Fijo,28.6350902,-106.067224,2014-12
468211,19,Frenos y Refacciones Vallejo,FRENOS Y REFACCIONES VALLEJO,FRENOS Y REFACCIONES,1238,31205,8,1,9303085,08019468211004722000000000U5,CEDIS CHIHUAUHA,CEDIS ,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",6 a 10 personas,CALLE,NINGUNO,CALLE,NINGUNO,AVENIDA,HOMERO,CALLE,FERROCARRIL,NA,SN,,,,,PARQUE INDUSTRIAL,COMPLEJO INDUSTRIAL CHIAHUAHUA,,,,31136,8,CHIHUAHUA,Chihuahua,1,Chihuahua,4891,22,,,,Fijo,28.71064712,-106.1030989,2020-11
468211,19,Frenos y Refacciones Vallejo,FRENOS Y REFACCIONES VALLEJO,FRENOS Y REFACCIONES,1238,31205,8,1,614230,08019468211002543001000000S7,GOVI SUSPENSION AUTOMOTRIZ,GOVI SANICOLA S DE RL DE CV,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",6 a 10 personas,AVENIDA,20 DE NOVIEMBRE,CALLE,19,CALLE,13,CALLE,IGNACIO RAMÍREZ,1319,SN,,,,,COLONIA,OBRERA,,,,31350,8,CHIHUAHUA,Chihuahua,1,Chihuahua,3554,17,6144162449,VTS.CHIHUZ@SUSPENCION-GROB.COM,,Fijo,28.63516582,-106.0648429,2010-07
468211,19,Frenos y Refacciones Vallejo,FRENOS Y REFACCIONES VALLEJO,FRENOS Y REFACCIONES,1238,31205,8,1,8695567,19019468211000482000000000S7,THE VAPE LORD,THE VAPE LORD ,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",6 a 10 personas,CALLE,RIO AMAZONAS,CALLE,RIO ROSAS,AVENIDA,MANUEL GOMEZ MORIN,CALLE,RÍO GUADALQUIVIR,409,L6,EDIFICIO SIN NOMBRE,PISO 3,,,COLONIA,DEL VALLE,EDIFICIO COMERCIAL Y DE SERVICIOS,TORRE MR 901 JULIA,L6,66220,19,NUEVO LEÓN   ,San Pedro Garza García,1,San Pedro Garza García,83,25,8127481025,INFO@THEVAPELORD.COM,WWW.THEVAPELORD.COM,Fijo,25.65846661,-100.3580901,2019-11
468411,2,SERVICIOS ESPECIALES JUAN PABLO S.A. DE C.V.,SERVICIOS ESPECIALES JUAN PABLO,SERVICIOS ESPECIALES,1020,24010,4,1,6252897,04002468411000194000000000U7,MULTISERVICIOS SAN RAFAEL,DISTRIBUIDORA DE SUMINISTROS GENERALES SA DE CV,Comercio al por menor de gasolina y diesel,31 a 50 personas,AVENIDA,PATRICIO TRUEBA DE REGIL,AVENIDA,JOSÉ LÓPEZ PORTILLO,CALLE,NINGUNO,AVENIDA,MAESTROS CAMPECHANOS,508,,,,,,COLONIA,SAN RAFAEL,,,,24090,4,CAMPECHE,Campeche,1,San Francisco de Campeche,1603,23,,DISUGESA@HOTMAIL.COM,,Fijo,19.81393726,-90.52964135,2010-07
468411,2,SERVICIOS ESPECIALES JUAN PABLO S.A. DE C.V.,SERVICIOS ESPECIALES JUAN PABLO,SERVICIOS ESPECIALES,1020,24010,4,1,76210,02002468411001662000024054S5,ESTACION DE SERVICIO 1949 1RO. DICIEMBRE,ESTACION DE SERVICIOS EL CAPITAN SA DE CV,Comercio al por menor de gasolina y diesel,6 a 10 personas,AVENIDA,VENUSTIANO CARRANZA,CALLE,RÍO,CALLE,MAYO,CALLE,EMILIANO ZAPATA,355,,,,0,,COLONIA,PRIMERO DE DICIEMBRE,,,,21260,2,BAJA CALIFORNIA,Mexicali,1,Mexicali,451A,15,,JGASTELUM@ECO.COM.MX,,Fijo,32.64429612,-115.4434998,2014-12
468411,2,SERVICIOS ESPECIALES JUAN PABLO S.A. DE C.V.,SERVICIOS ESPECIALES JUAN PABLO,SERVICIOS ESPECIALES,1020,24010,4,1,66789,02002468411000322000000000U6,SERVICIO MONTERREY,,Comercio al por menor de gasolina y diesel,11 a 30 personas,CALZADA,CUAUHTÉMOC (AVIACIÓN),CALLE,RÍO SINALOA,CALLE,RÍO FUERTE,CALLEJON,CUAUHTÉMOC,601,,,,0,,COLONIA,CUAUHTÉMOC SUR,,,,21200,2,BAJA CALIFORNIA,Mexicali,1,Mexicali,4261,30,,CONTACTO@CARGAS.MX,,Fijo,32.65818241,-115.4394138,2010-07
468411,2,SERVICIOS ESPECIALES JUAN PABLO S.A. DE C.V.,SERVICIOS ESPECIALES JUAN PABLO,SERVICIOS ESPECIALES,1020,24010,4,1,76241,02002468411001462001028164S9,ESTACION 10731 VOLUNTAD,AUTO SERVICIO CASA MAGNA SA DE CV,Comercio al por menor de gasolina y diesel,101 a 250 personas,AVENIDA,heroico colegio militar,CALLE,FUENTE DEL SOL,AVENIDA,FUENTE DE DIANA,CALLE,FUENTES DE MUSAS,2418,,,,0,,COLONIA,LOMA LINDA,,,,21323,2,BAJA CALIFORNIA,Mexicali,1,Mexicali,7001,5,,CLIMON@GRUPOECO.COM.MX,,Fijo,32.60281449,-115.5060023,2014-12
468411,2,SERVICIOS ESPECIALES JUAN PABLO S.A. DE C.V.,SERVICIOS ESPECIALES JUAN PABLO,SERVICIOS ESPECIALES,1020,24010,4,1,73198,02002468411000953000000000U8,GASOLINERA PEMEX ESTACIÓN ARGENTINA,GRUPO ANTANA SA DE CV,Comercio al por menor de gasolina y diesel,11 a 30 personas,AVENIDA,REPÚBLICA DE ARGENTINA,AVENIDA,REPÚBLICA DE BRASIL,OTRO (ESPECIFIQUE),SIN REFERENCIA,AVENIDA,REPÚBLICA DE BOLIVIA,1200,,,,0,,COLONIA,ALAMITOS,OTRO CONGLOMERADO,PEMEX,,21210,2,BAJA CALIFORNIA,Mexicali,1,Mexicali,4295,14,,ANTANAFD@HOTMAIL.COM,,Fijo,32.66912362,-115.4262452,2010-07
468411,2,SERVICIOS ESPECIALES JUAN PABLO S.A. DE C.V.,SERVICIOS ESPECIALES JUAN PABLO,SERVICIOS ESPECIALES,1020,24010,4,1,53458,02002468411000211000021098M1,GASOLINERA SERVICENTRO PEMEX,GRUPO GARCIA MONTAÑO SA DE CV,Comercio al por menor de gasolina y diesel,11 a 30 personas,BOULEVARD,ADOLFO LÓPEZ MATEOS,CALLE,SUR,CALLE,CAMELIAS,CALLE,SUR,820,,,,0,,COLONIA,BELLAVISTA,,,,21150,2,BAJA CALIFORNIA,Mexicali,1,Mexicali,273A,35,,SERVICENTRO_PMX@HOTMAIL.COM,,Fijo,32.65682821,-115.4788069,2012-06
532282,5,Servicios Caballero Sa De Cv,SERVICIOS CABALLERO,SERVICIOS CABALLERO,2470,7900,9,1,6452211,23005314120000121011000000U3,HARMONY SERVICIOS PARA ENENTOS,MANTELES FINOS SA DE CV,"Alquiler de mesas, sillas, vajillas y similares",6 a 10 personas,BOULEVARD,LUIS DONALDO COLOSIO,CALLE,NINGUNO,CALLE,LUIS ECHEVERRIA ÁLVAREZ,CALLE,LUIS ECHEVERRÍA ÁLVAREZ,0,SN,,,,SN,EJIDO,ALFREDO V BONFIL,,,,77560,23,QUINTANA ROO,Benito Juárez,2,Alfredo V. Bonfil,3093,1,9983671832,VENTA.SHARMONY1@ROYALTABLETCANCUN.COM,WWW.ROYALTABLET,Fijo,21.09047558,-86.84241005,2010-07
532282,5,Servicios Caballero Sa De Cv,SERVICIOS CABALLERO,SERVICIOS CABALLERO,2470,7900,9,1,1079186,10005532291000202000000000U1,CONCEPTOS SOCIALES RAFAEL,,"Alquiler de mesas, sillas, vajillas y similares",11 a 30 personas,CALLE,AQUILES SERDAN,CALLE,RAMIREZ,CALLE,CASTAÑEDA,CALLE,NEGRETE,236,,,,0,,COLONIA,ZONA CENTRO,,,,34000,10,DURANGO,Durango,1,Victoria de Durango,265,5,6188129199,CONCEPTOSRAFAELL@HOTMAIL.COM,WWW.CONCEPTOSSOCIALESRAFAEL.COM,Fijo,24.02788878,-104.6634333,2010-07
532282,5,Servicios Caballero Sa De Cv,SERVICIOS CABALLERO,SERVICIOS CABALLERO,2470,7900,9,1,1110828,10005532291000091001000000U8,PAYAKOS,,"Alquiler de mesas, sillas, vajillas y similares",6 a 10 personas,BOULEVARD,JOSE MARIA PATONI,CALLE,AGUSTIN DE ITURBIDE,CALLE,OBRADORES,BOULEVARD,JOSÉ MARÍA PATONI,137,SN,,,0,,COLONIA,CALLE,,,,34206,10,DURANGO,Durango,1,Victoria de Durango,3575,23,6181294866,SONIDOPAYAKOS@GMAIL.COM,,Fijo,24.05721087,-104.6382139,2010-07
532282,5,Servicios Caballero Sa De Cv,SERVICIOS CABALLERO,SERVICIOS CABALLERO,2470,7900,9,1,1079578,10005532291000233001000000U6,EVENTOS VALVA,,"Alquiler de mesas, sillas, vajillas y similares",51 a 100 personas,CALLE,LAUREANO RONCAL,PRIVADA,FATIMA,CALLE,ELORREAGA,CALLE,GENERAL BLAS CORRAL,NA,SN,,,,,COLONIA,LA HUERTA,,,,34000,10,DURANGO,Durango,1,Victoria de Durango,180,25,,,WWW.EVENTOSVALVA.COM.MX,Fijo,24.03388118,-104.659586,2010-07
532411,13,"CUMHISA, SA DE CV",CUMHISA SA DE CV,CUMHISA SA DE CV,1450,52920,15,1,8347404,15013532411000142000000000U2,CIMPROTEK S.A DE C.V,CIMPROTEK SA DE CV,"Alquiler de maquinaria y equipo para construcción, minería y actividades forestales",6 a 10 personas,AVENIDA,PIONEROS DEL COOPERATIVISMO,CALLE,NINGUNO,CALLE,ESTADO DE MEXICO,CALLE,NINGUNO,205,,,,,,COLONIA,AYUNTAMIENTO DE ZARAGOZA,,,,52966,15,MÉXICO                      ,Atizapán de Zaragoza,1,Ciudad López Mateos,170,56,,,,Fijo,19.5592459,-99.2601957,2019-11
532411,13,"CUMHISA, SA DE CV",CUMHISA SA DE CV,CUMHISA SA DE CV,1450,52920,15,1,2225126,15013532411000095001000000U2,AUTOTRANSPOTES ALEMAN ESTRELLA SA DE CV,,"Alquiler de maquinaria y equipo para construcción, minería y actividades forestales",11 a 30 personas,CALLE,AVENIDA MALINCHE,CALLE,AVENIDA ATLETAS,CALLE,TLALOC,CALLE,XOCHIPIL,NA,SN,,,,,COLONIA,LAS PEÑITAS,,,,52920,15,MÉXICO                      ,Atizapán de Zaragoza,1,Ciudad López Mateos,344,10,,,,Fijo,19.58325763,-99.21682596,2014-12
532411,13,"CUMHISA, SA DE CV",CUMHISA SA DE CV,CUMHISA SA DE CV,1450,52920,15,1,2225125,15013532411000103001000000U4,LUCOBA   S.A DE C.V,,"Alquiler de maquinaria y equipo para construcción, minería y actividades forestales",6 a 10 personas,CALLE,AVENIDA MALINCHE,CALLE,AVENIDA ATLETAS,CALLE,TLALOC,CALLE,XOCHIPIL,29,,,,,,COLONIA,CERRO GRANDE,,,,52920,15,MÉXICO                      ,Atizapán de Zaragoza,1,Ciudad López Mateos,344,10,5553052600,,,Semifijo,19.58325763,-99.21682596,2014-12
541310,15,Muzquiz y Asociados S.A. de C.V.,MUZQUIZ Y ASOCIADOS,MUZQUIZ Y ASOCIADOS,1341,6100,9,1,9120936,09015541310002752000000000U2,ATELIER MUMMENTTHEY,ATELLIER MUMMENTTHEY SA DE CV,Servicios de arquitectura,6 a 10 personas,CALLE,GUILLERMO PRIETO,CALLE,VELAZQUEZ DE LEON,CALLE,MANUEL MARIA CONTRERAS,CALLE,FRANCISCO DÍAZ COVARRUBIAS,92,2,,,,,COLONIA,SAN RAFAEL,,,,6470,9,CIUDAD DE MÉXICO,Cuauhtémoc,1,Cuauhtémoc,678,11,,,WWW.ANTH.MX,Fijo,19.4380467,-99.16557647,2019-11
541310,15,Muzquiz y Asociados S.A. de C.V.,MUZQUIZ Y ASOCIADOS,MUZQUIZ Y ASOCIADOS,1341,6100,9,1,8327146,09015541310002493000000000U3,DESPACHO DE ARQUITECTOS,SALLA + ARQUITECTOS SC,Servicios de arquitectura,11 a 30 personas,CALLE,TEOTIHUACAN,AVENIDA,AMSTERDAM,AVENIDA,MEXICO,AVENIDA,SONORA,19,,,,,,COLONIA,HIPODROMO CONDESA,,,,6100,9,CIUDAD DE MÉXICO,Cuauhtémoc,1,Cuauhtémoc,120A,11,,SALLA@PRODIGY.NET.MX,,Fijo,19.41197531,-99.16805478,2019-11
541310,15,Muzquiz y Asociados S.A. de C.V.,MUZQUIZ Y ASOCIADOS,MUZQUIZ Y ASOCIADOS,1341,6100,9,1,8327714,09015541310002603000000000U7,EJECUTIVOS EN PERSONAL ESPECIALIZADOS,EJECUTIVOS EN PERSONAL ESPECIALIZADOS SA DE CV,Servicios de arquitectura,11 a 30 personas,CALLE,CHIAPAS,CALLE,ORIZABA,CALLE,CORDOBA,CALLE,COAHUILA,72,,,,,,COLONIA,ROMA NORTE,,,,6700,9,CIUDAD DE MÉXICO,Cuauhtémoc,1,Cuauhtémoc,1110,22,,,,Fijo,19.41309829,-99.1583844,2019-11
541310,15,Muzquiz y Asociados S.A. de C.V.,MUZQUIZ Y ASOCIADOS,MUZQUIZ Y ASOCIADOS,1341,6100,9,1,867021,09015541310001484001000000U3,TEN ARQUITECTOS,,Servicios de arquitectura,11 a 30 personas,CALLE,CUERNAVACA,CALLE,VICENTE SUAREZ,AVENIDA,MICHOACAN,CALLE,CUERNAVACA,114,PB,,,,,COLONIA,CONDESA,,,,6140,9,CIUDAD DE MÉXICO,Cuauhtémoc,1,Cuauhtémoc,1318,1,,,,Fijo,19.41195852,-99.17646184,2010-07
541310,15,Muzquiz y Asociados S.A. de C.V.,MUZQUIZ Y ASOCIADOS,MUZQUIZ Y ASOCIADOS,1341,6100,9,1,8625648,09015541340000553000000000S3,TALLER DE ARQUITECTURA CENTRO DE COLABORACION ARQUITECTONICA,TALLER DE ARQUITECTURA CCA SC,Servicios de arquitectura,11 a 30 personas,CALLE,LIVERPOOL,CALLE,NAPOLES,CALLE,HAVRE,CALLE,MARSELLA,76,,,,,,COLONIA,JUAREZ,,,,6600,9,CIUDAD DE MÉXICO,Cuauhtémoc,1,Cuauhtémoc,841,5,,CONTACTO@CCA.MX,WWW.CCA.MX,Fijo,19.42585485,-99.16045675,2019-11
541310,15,Muzquiz y Asociados S.A. de C.V.,MUZQUIZ Y ASOCIADOS,MUZQUIZ Y ASOCIADOS,1341,6100,9,1,896098,09015541310002101001000000U2,DESPACHO DE ARQUITECTOS DF ARQUITECTOS,DF ARQUITECTOS SA DE CV,Servicios de arquitectura,6 a 10 personas,CALLE,PUEBLA,EJE VIAL,3 PONIENTE (SALAMANCA),CALLE,COZUMEL,CALLE,SINALOA,308,,,,403,,COLONIA,ROMA NORTE,,,,6700,9,CIUDAD DE MÉXICO,Cuauhtémoc,1,Cuauhtémoc,998,17,,,WWW.DFARQUITECTOS.COM,Fijo,19.42080799,-99.17043161,2014-12
561720,30,Tu casa limpia,TU CASA LIMPIA,GARCA TU CASA LIMPIA,191A,83180,26,1,3866920,26030524210000562001000000U8,SERVICIOS MULTIPLES INDUSTRIALES,SERVICIOS MULTIPLES INDUSTRIALES SA DE CV,Servicios de limpieza de inmuebles,6 a 10 personas,CALLEJON,M. B.,OTRO (ESPECIFIQUE),SIN REFERENCIA,CARRETERA,CARRETERA A LA COLORADA,CALLE,NINGUNO,NA,SN,,,,,PARQUE INDUSTRIAL,PARQUE INDUSTRIAL HERMOSILLO,,,,83297,26,SONORA,Hermosillo,1,Hermosillo,2852,22,,,,Fijo,29.01950768,-110.9251981,2010-07
561720,30,Tu casa limpia,TU CASA LIMPIA,GARCA TU CASA LIMPIA,191A,83180,26,1,8630900,05030561720000222000000000U6,ECOLIM EL REY OFICINA DE LLIMPIEZA INDUSTRIAL,,Servicios de limpieza de inmuebles,6 a 10 personas,CALLE,APOLONIO AVILES,CALLE,SEVERIANO CALDERON,BOULEVARD,ISIDRO LOPEZ ZERTUCHE,CALLE,LEOPOLDO VILLARREAL,895,3,,,,,COLONIA,COL. LOS MAESTROS,,,,25260,5,COAHUILA DE ZARAGOZA,Saltillo,1,Saltillo,55,28,,,,Fijo,25.44788613,-100.9983559,2019-11
561720,30,Tu casa limpia,TU CASA LIMPIA,GARCA TU CASA LIMPIA,191A,83180,26,1,7683028,05030561720000295000000000S2,ARAMARK SERVICIOS INDUSTRIALES DE MEXICO,ARAMARK SERVICIOS INDUSTRIALES DE MEXICO S DE RL DE CV,Servicios de limpieza de inmuebles,51 a 100 personas,CALLE,5,CALLE,12,CALLE,18,CALLE,3,300,,,,1,,FRACCIONAMIENTO,MIGUEL HIDALGO,,,,25096,5,COAHUILA DE ZARAGOZA,Saltillo,1,Saltillo,287A,15,,,,Fijo,25.39149122,-100.9875631,2019-11
561720,30,Tu casa limpia,TU CASA LIMPIA,GARCA TU CASA LIMPIA,191A,83180,26,1,7435603,05030561720000242000000000U4,ACT,ACT SERVICIOS Y SOLUCIONES SA DE CV,Servicios de limpieza de inmuebles,6 a 10 personas,CALLE,8 DE MAYO,CALLE,2 DE ABRIL,CALLE,26 DE MARZO,CALLE,10 DE MAYO,1081,,,,,,COLONIA,PROVIVIENDA,,,,25020,5,COAHUILA DE ZARAGOZA,Saltillo,1,Saltillo,214,33,,INFO@ATCSERVICIOS.COM.MX,WWW.ATCSERVICIOS.COM.MX,Fijo,25.42103568,-100.974213,2019-11
